"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","weekdays_num"
2007-01-14,"01:09:00",3.13315,0.126,238.55,8.8,0,0,0,7
2007-01-14,"01:10:00",3.08575,0,238.25,7.6,0,0,0,7
2007-01-14,"01:11:00",2.644,0,236.92,11.8,0,0,0,7
2007-01-14,"01:12:00",3.674,0,236.49,15.4,0,0,0,7
2007-01-14,"01:13:00",2.746,0,238.35,12.2,0,0,0,7
2007-01-14,"01:14:00",3.06525,0,240.16,7,0,0,0,7
2007-01-14,"01:15:00",3.05955,0,239.72,7.2,0,0,0,7
2007-01-14,"01:16:00",3.712,0,237.55,15.6,0,0,0,7
2007-01-14,"01:17:00",3.578,0,237.63,15.2,0,0,0,7
2007-01-14,"01:18:00",1.692,0,239.17,7,0,0,0,7
2007-01-14,"01:19:00",3.0436,0,238.9,7,0,0,0,7
2007-01-14,"01:20:00",3.378,0,236.78,14.6,0,0,0,7
2007-01-14,"01:21:00",3.672,0,236.51,15.4,0,0,0,7
2007-01-14,"01:22:00",1.746,0,238.62,7.4,0,0,0,7
2007-01-14,"01:23:00",3.03,0,239.52,7,0,0,0,7
2007-01-14,"01:24:00",3.032,0,238.79,13.2,0,0,0,7
2007-01-14,"01:25:00",3.10195,0,238.24,15.6,0,0,0,7
2007-01-14,"01:26:00",3.059,0,239.81,9,0,0,0,7
2007-01-14,"01:27:00",3.0215,0,241.19,7,0,0,0,7
2007-01-14,"01:28:00",2.264,0,240.12,10.2,0,0,0,7
2007-01-14,"01:29:00",3.0783,0.106,237.97,16.8,0,0,0,7
2007-01-14,"01:30:00",3.0668,0.278,238.51,15.6,0,0,0,7
2007-01-14,"01:31:00",3.00935,0.202,240.38,7.8,0,0,0,7
2007-01-14,"01:32:00",3.0075,0.24,240.62,8.2,0,0,0,7
2007-01-14,"01:33:00",3.8089,0.214,238.7,16.8,0,0,0,7
2007-01-14,"01:34:00",3.906,0.216,238.86,16.4,0,0,0,7
2007-01-14,"01:35:00",2.052,0.236,240.02,8.6,0,0,0,7
2007-01-14,"01:36:00",2.038,0.232,239.27,8.4,0,0,0,7
2007-01-14,"01:37:00",3.158,0.218,238.17,13.8,0,0,0,7
2007-01-14,"01:38:00",4.046,0.208,237.6,17,0,0,0,7
2007-01-14,"01:39:00",3.0278,0.228,239.74,13,0,0,0,7
2007-01-14,"01:40:00",3.0122,0.234,240.28,9.6,0,0,0,7
2007-01-14,"01:41:00",3.0194,0.236,240.81,9.8,0,0,0,7
2007-01-14,"01:42:00",4.072,0.216,239.27,17.2,0,0,0,7
2007-01-14,"01:43:00",4.388,0.21,238.71,18.4,0,0,0,7
2007-01-14,"01:44:00",3.03375,0.236,241,9.8,0,0,0,7
2007-01-14,"01:45:00",2.32,0.154,241,9.6,0,0,0,7
2007-01-14,"01:46:00",2.454,0.102,240.89,10.4,0,0,0,7
2007-01-14,"01:47:00",4.336,0.08,238.94,18,0,0,0,7
2007-01-14,"01:48:00",3.976,0.082,239,16.8,0,0,0,7
2007-01-14,"01:49:00",3.07105,0.098,240.42,9.8,0,0,0,7
2007-01-14,"01:50:00",2.388,0.098,240.35,9.8,0,0,0,7
2007-01-14,"01:51:00",3.07895,0.096,240.19,9.8,0,0,0,7
2007-01-14,"01:52:00",3.84695,0.074,237.99,18.4,0,0,0,7
2007-01-14,"01:53:00",3.8841,0.076,237.84,17.8,0,0,0,7
2007-01-14,"01:54:00",3.15055,0.092,239.09,9.8,0,0,0,7
2007-01-14,"01:55:00",2.37,0.094,239.51,9.8,0,0,0,7
2007-01-14,"01:56:00",3.1635,0.084,239.14,15.4,0,0,0,7
2007-01-14,"01:57:00",3.93435,0.078,238.74,18.4,0,0,0,7
2007-01-14,"01:58:00",3.2243,0.09,239.61,14,0,0,6,7
2007-01-14,"01:59:00",3.468,0.088,239.05,14.4,0,0,18,7
2007-01-14,"02:00:00",4.432,0.106,238.3,19.2,0,0,18,7
2007-01-14,"02:01:00",4.09895,0.098,238.48,24.4,1,0,18,7
2007-01-14,"02:02:00",4.19185,0.096,239.94,22.8,16,0,18,7
2007-01-14,"02:03:00",5.266,0.082,240.24,21.8,39,0,17,7
2007-01-14,"02:04:00",4.32085,0.13,240.82,19.2,38,0,18,7
2007-01-14,"02:05:00",5.782,0.212,239.29,24.2,39,0,18,7
2007-01-14,"02:06:00",4.4774,0.272,239.12,26,38,0,17,7
2007-01-14,"02:07:00",4.472,0.296,240.7,18.8,39,0,18,7
2007-01-14,"02:08:00",4.372,0.296,241.02,18.2,39,0,18,7
2007-01-14,"02:09:00",5.508,0.294,239.58,23.2,38,0,18,7
2007-01-14,"02:10:00",4.6542,0.336,241.51,17.8,4,0,17,7
2007-01-14,"02:11:00",2.56,0.366,244.23,11,1,0,19,7
2007-01-14,"02:12:00",2.26,0.368,244.35,9.2,1,0,18,7
2007-01-14,"02:13:00",2.25,0.334,244.44,9.6,2,0,18,7
2007-01-14,"02:14:00",3.674,0.3,242.4,15.2,0,0,18,7
2007-01-14,"02:15:00",3.90035,0.294,243.15,12.8,2,0,18,7
2007-01-14,"02:16:00",3.91395,0.294,243.39,11.6,15,0,19,7
2007-01-14,"02:17:00",3.866,0.27,241.68,16,39,0,17,7
2007-01-14,"02:18:00",4.70405,0.262,241,21,31,0,18,7
2007-01-14,"02:19:00",3.35,0.314,243.14,14.2,1,0,18,7
2007-01-14,"02:20:00",3.95485,0.47,244.61,8,0,0,19,7
2007-01-14,"02:21:00",3,0.48,243.74,13.2,16,0,18,7
2007-01-14,"02:22:00",4.7459,0.122,241.55,21.4,39,0,18,7
2007-01-14,"02:23:00",4.7847,0.108,239.54,24.8,39,0,17,7
2007-01-14,"02:24:00",4.456,0.118,240.02,19,38,0,18,7
2007-01-14,"02:25:00",4.12455,0.124,240.63,15.8,39,0,18,7
2007-01-14,"02:26:00",4.646,0.116,239.82,19.8,38,0,17,7
2007-01-14,"02:27:00",5.758,0.098,239.26,24,38,0,18,7
2007-01-14,"02:28:00",4.18765,0.11,242.85,14.6,15,0,18,7
2007-01-14,"02:29:00",1.4,0.132,244.72,5.6,1,0,18,7
2007-01-14,"02:30:00",4.13745,0,244.56,5.6,0,0,18,7
2007-01-14,"02:31:00",4.1638,0,241.81,14.2,1,0,18,7
2007-01-14,"02:32:00",3.036,0.104,240.77,13,0,0,18,7
2007-01-14,"02:33:00",4.0584,0.118,241.78,5.6,0,2,18,7
2007-01-14,"02:34:00",4.03375,0.118,242.25,5.6,0,1,18,7
2007-01-14,"02:35:00",2.7,0.104,240.97,11.8,0,2,18,7
2007-01-14,"02:36:00",4.0379,0.092,239.42,14.2,0,1,17,7
2007-01-14,"02:37:00",3.973,0.108,240.59,8.2,0,1,18,7
2007-01-14,"02:38:00",3.9249,0.114,241.31,5.6,0,2,18,7
2007-01-14,"02:39:00",1.88,0.11,240.9,8.6,0,1,18,7
2007-01-14,"02:40:00",3.404,0.09,239.22,14.2,0,2,17,7
2007-01-14,"02:41:00",3.75475,0.118,242.17,8.6,0,1,4,7
2007-01-14,"02:42:00",0.298,0.134,243.22,1.4,0,1,0,7
2007-01-14,"02:43:00",3.5032,0.208,243.33,1.8,0,2,0,7
2007-01-14,"02:44:00",2.4,0.24,241.16,10,0,1,0,7
2007-01-14,"02:45:00",2.286,0.242,241.31,9.8,0,1,0,7
2007-01-14,"02:46:00",3.21405,0.274,243.66,2,0,2,0,7
2007-01-14,"02:47:00",0.398,0.274,243.72,2,0,1,0,7
2007-01-14,"02:48:00",3.03285,0.264,243.31,6.6,0,1,0,7
2007-01-14,"02:49:00",2.488,0.244,242.17,10.2,0,2,0,7
2007-01-14,"02:50:00",2.87675,0.27,244.07,6,0,1,0,7
2007-01-14,"02:51:00",0.39,0.28,244.62,2,0,1,0,7
2007-01-14,"02:52:00",2.77565,0.272,243.48,1.8,0,1,0,7
2007-01-14,"02:53:00",2.386,0.232,239.93,10,0,2,0,7
2007-01-14,"02:54:00",2.268,0.228,239.19,9.8,0,1,0,7
2007-01-14,"02:55:00",0.378,0.26,241.5,1.8,0,1,0,7
2007-01-14,"02:56:00",2.6253,0.292,241.42,2.2,0,1,0,7
2007-01-14,"02:57:00",0.592,0.362,241.37,3.6,0,1,0,7
2007-01-14,"02:58:00",2.4824,0.328,239.16,10.4,0,2,0,7
2007-01-14,"02:59:00",2.4512,0.244,239.23,9.4,0,1,0,7
2007-01-14,"03:00:00",2.4118,0.226,241.06,1.8,0,1,0,7
2007-01-14,"03:01:00",0.358,0.232,241.99,1.8,0,1,0,7
2007-01-14,"03:02:00",0.926,0.204,242.24,5.4,0,1,0,7
2007-01-14,"03:03:00",2.152,0.082,240.44,9.8,0,0,0,7
2007-01-14,"03:04:00",1.798,0.092,241.29,8.4,0,0,0,7
2007-01-14,"03:05:00",1.99675,0.112,242.95,1.2,0,0,0,7
2007-01-14,"03:06:00",1.88765,0.11,242.21,1.2,0,0,0,7
2007-01-14,"03:07:00",1.7714,0.1,241.55,6.2,0,0,0,7
2007-01-14,"03:08:00",2.358,0.084,240.83,9.8,0,0,0,7
2007-01-14,"03:09:00",1.434,0.096,241.45,7.2,0,0,0,7
2007-01-14,"03:10:00",1.7322,0.108,241.79,1.2,0,0,0,7
2007-01-14,"03:11:00",1.6533,0.108,241.78,1.2,0,0,0,7
2007-01-14,"03:12:00",1.5844,0.11,242.26,1.2,0,0,0,7
2007-01-14,"03:13:00",1.6038,0.052,241.03,9.2,0,0,0,7
2007-01-14,"03:14:00",2.282,0,240.45,9.4,0,0,0,7
2007-01-14,"03:15:00",0.876,0,240.87,5.4,0,0,0,7
2007-01-14,"03:16:00",1.5009,0,240.67,0.8,0,0,0,7
2007-01-14,"03:17:00",1.46075,0,240.76,0.8,0,0,0,7
2007-01-14,"03:18:00",2.116,0,239.1,9,0,0,0,7
2007-01-14,"03:19:00",2.256,0,238.91,9.4,0,0,0,7
2007-01-14,"03:20:00",0.422,0,240.31,3,0,0,0,7
2007-01-14,"03:21:00",0.296,0.09,240.49,1.4,0,0,0,7
2007-01-14,"03:22:00",0.812,0.128,240.66,5,0,0,0,7
2007-01-14,"03:23:00",2.378,0.11,239.86,9.8,0,0,0,7
2007-01-14,"03:24:00",1.434,0.116,240.16,9,0,0,0,7
2007-01-14,"03:25:00",1.38475,0.142,242.58,1.4,0,0,0,7
2007-01-14,"03:26:00",1.38265,0.142,242.82,1.4,0,0,0,7
2007-01-14,"03:27:00",1.3974,0.132,241.76,5.8,0,0,0,7
2007-01-14,"03:28:00",2.376,0.112,240.09,9.8,0,0,0,7
2007-01-14,"03:29:00",1.818,0.116,240.15,8.4,0,0,0,7
2007-01-14,"03:30:00",1.3912,0.136,241.49,1.4,0,0,0,7
2007-01-14,"03:31:00",1.38915,0.138,241.58,1.4,0,0,0,7
2007-01-14,"03:32:00",1.116,0.122,239.94,6.2,0,0,0,7
2007-01-14,"03:33:00",2.352,0.108,239.08,9.8,0,0,0,7
2007-01-14,"03:34:00",1.75,0.118,240,8.2,0,0,0,7
2007-01-14,"03:35:00",0.306,0.14,242,1.4,0,0,0,7
2007-01-14,"03:36:00",1.38895,0.138,242.33,1.4,0,0,0,7
2007-01-14,"03:37:00",0.508,0,242.07,3.6,0,0,0,7
2007-01-14,"03:38:00",2.288,0,240.47,9.4,0,0,0,7
2007-01-14,"03:39:00",1.3829,0.062,240,9.2,0,0,0,7
2007-01-14,"03:40:00",1.3812,0.108,241.74,1.2,0,0,0,7
2007-01-14,"03:41:00",0.288,0.108,241.49,1.2,0,0,0,7
2007-01-14,"03:42:00",0.288,0.106,241.19,1.2,0,0,0,7
2007-01-14,"03:43:00",1.36025,0.078,238.91,9.4,0,0,0,7
2007-01-14,"03:44:00",2.324,0.076,238.85,9.6,0,0,0,7
2007-01-14,"03:45:00",1.39385,0.098,241.07,6.2,0,0,0,7
2007-01-14,"03:46:00",1.3939,0.112,242.63,1.2,0,0,0,7
2007-01-14,"03:47:00",0.284,0.114,242.95,1.2,0,0,0,7
2007-01-14,"03:48:00",1.34275,0.102,242.34,6.4,0,0,0,7
2007-01-14,"03:49:00",1.3657,0.082,240.4,9.8,0,0,0,7
2007-01-14,"03:50:00",2.246,0.08,239.57,9.4,0,0,0,7
2007-01-14,"03:51:00",1.41485,0.108,241.69,1.2,0,0,0,7
2007-01-14,"03:52:00",0.28,0.106,241.21,1.2,0,0,0,7
2007-01-14,"03:53:00",1.3672,0.052,241.8,1,0,0,0,7
2007-01-14,"03:54:00",1.3662,0,239.75,9.4,0,0,0,7
2007-01-14,"03:55:00",1.4014,0,240.45,9.4,0,0,0,7
2007-01-14,"03:56:00",1.4085,0,242.61,3.6,0,0,0,7
2007-01-14,"03:57:00",1.4086,0,242.47,0.8,0,0,0,7
2007-01-14,"03:58:00",1.37465,0,242.08,4.8,0,0,0,7
2007-01-14,"03:59:00",1.37765,0.09,239.67,9.8,0,0,0,7
2007-01-14,"04:00:00",1.898,0.118,240.63,8.6,0,0,0,7
2007-01-14,"04:01:00",1.41515,0.142,242.55,1.4,0,0,0,7
2007-01-14,"04:02:00",0.318,0.142,242.43,1.4,0,0,0,7
2007-01-14,"04:03:00",0.396,0.138,241.58,2.4,0,0,0,7
2007-01-14,"04:04:00",2.378,0.11,239.73,9.8,0,0,0,7
2007-01-14,"04:05:00",2.376,0.112,240.15,9.8,0,0,0,7
2007-01-14,"04:06:00",0.816,0.138,242.62,5,0,0,0,7
2007-01-14,"04:07:00",0.312,0.146,243.09,1.4,0,0,0,7
2007-01-14,"04:08:00",1.35885,0.144,242.79,1.8,0,0,0,7
2007-01-14,"04:09:00",2.394,0.114,240.78,9.8,0,0,0,7
2007-01-14,"04:10:00",2.374,0.112,240.36,9.8,0,0,0,7
2007-01-14,"04:11:00",0.318,0.148,243.52,1.4,0,0,0,7
2007-01-14,"04:12:00",1.405,0.146,243.33,1.4,0,0,0,7
2007-01-14,"04:13:00",0.31,0.146,243.28,1.4,0,0,0,7
2007-01-14,"04:14:00",1.448,0.092,242.3,7.2,0,0,0,7
2007-01-14,"04:15:00",2.316,0,242.1,9.4,0,0,0,7
2007-01-14,"04:16:00",1.4309,0,242.19,7.8,0,0,0,7
2007-01-14,"04:17:00",0.214,0,242.93,1,0,0,0,7
2007-01-14,"04:18:00",1.3717,0,242.18,0.8,0,0,0,7
2007-01-14,"04:19:00",0.78,0,241.65,5.2,0,0,0,7
2007-01-14,"04:20:00",2.358,0.082,240.26,9.8,0,0,0,7
2007-01-14,"04:21:00",2.35,0.08,240.02,9.8,0,0,0,7
2007-01-14,"04:22:00",0.482,0.104,241.17,3.2,0,0,0,7
2007-01-14,"04:23:00",0.29,0.11,242.3,1.2,0,0,0,7
2007-01-14,"04:24:00",1.34615,0.106,241.51,1.2,0,0,0,7
2007-01-14,"04:25:00",1.3621,0.084,239.52,8.2,0,0,0,7
2007-01-14,"04:26:00",1.41345,0.078,239.53,9.6,0,0,0,7
2007-01-14,"04:27:00",1.794,0.09,240.61,8.4,0,0,0,7
2007-01-14,"04:28:00",1.4304,0.112,242.35,1.4,0,0,0,7
2007-01-14,"04:29:00",0.288,0.112,242.57,1.2,0,0,0,7
2007-01-14,"04:30:00",0.282,0.11,242.23,1.2,0,0,0,7
2007-01-14,"04:31:00",1.958,0.086,240.16,8.8,0,0,0,7
2007-01-14,"04:32:00",2.322,0.058,239.54,9.6,0,0,0,7
2007-01-14,"04:33:00",1.4523,0,240.8,7.2,0,0,0,7
2007-01-14,"04:34:00",0.214,0,242.38,0.8,0,0,0,7
2007-01-14,"04:35:00",0.214,0,242.3,0.8,0,0,0,7
2007-01-14,"04:36:00",1.3499,0,241.38,3.8,0,0,0,7
2007-01-14,"04:37:00",1.4041,0.108,239.62,9.8,0,0,0,7
2007-01-14,"04:38:00",2.382,0.112,240.13,9.8,0,0,0,7
2007-01-14,"04:39:00",1.40285,0.14,242.63,4.4,0,0,0,7
2007-01-14,"04:40:00",0.318,0.142,242.71,1.4,0,0,0,7
2007-01-14,"04:41:00",0.316,0.142,242.39,1.4,0,0,0,7
2007-01-14,"04:42:00",1.424,0.122,240.49,7.2,0,0,0,7
2007-01-14,"04:43:00",2.36,0.106,239.22,9.8,0,0,0,7
2007-01-14,"04:44:00",1.4384,0.108,239.37,9.6,0,0,0,7
2007-01-14,"04:45:00",1.3867,0.136,241.14,1.4,0,0,0,7
2007-01-14,"04:46:00",0.306,0.134,240.81,1.4,0,0,0,7
2007-01-14,"04:47:00",1.3738,0.136,241.26,1.4,0,0,0,7
2007-01-14,"04:48:00",1.4063,0.12,240.69,8,0,0,0,7
2007-01-14,"04:49:00",1.40575,0.112,240.19,9.8,0,0,0,7
2007-01-14,"04:50:00",1.802,0.118,240.55,8.4,0,0,0,7
2007-01-14,"04:51:00",0.306,0.138,241.8,1.4,0,0,0,7
2007-01-14,"04:52:00",0.228,0,242.22,1,0,0,0,7
2007-01-14,"04:53:00",1.39365,0,241.89,3.6,0,0,0,7
2007-01-14,"04:54:00",2.286,0,240.31,9.4,0,0,0,7
2007-01-14,"04:55:00",1.4134,0,239.61,9.4,0,0,0,7
2007-01-14,"04:56:00",1.39125,0,241.37,5,0,0,0,7
2007-01-14,"04:57:00",1.3934,0.11,241.71,1.4,0,0,0,7
2007-01-14,"04:58:00",0.296,0.126,241.78,1.4,0,2,0,7
2007-01-14,"04:59:00",1.41375,0.108,240,7.6,0,1,0,7
2007-01-14,"05:00:00",2.432,0.194,239.41,10.2,0,1,0,7
2007-01-14,"05:01:00",1.794,0.204,239.19,8.4,0,2,0,7
2007-01-14,"05:02:00",0.37,0.226,240.56,1.8,0,1,0,7
2007-01-14,"05:03:00",0.37,0.226,240.85,1.8,0,2,0,7
2007-01-14,"05:04:00",1.41325,0.218,239.96,4.8,0,1,0,7
2007-01-14,"05:05:00",2.396,0.192,237.99,10,0,1,0,7
2007-01-14,"05:06:00",1.43125,0.196,238.66,10,0,2,0,7
2007-01-14,"05:07:00",1.036,0.216,240.27,5.8,0,1,0,7
2007-01-14,"05:08:00",0.364,0.228,241.34,1.8,0,2,0,7
2007-01-14,"05:09:00",1.4157,0.234,242.23,1.8,0,1,0,7
2007-01-14,"05:10:00",1.356,0.22,241.46,7,0,1,0,7
2007-01-14,"05:11:00",1.4543,0.204,240.4,10,0,2,0,7
2007-01-14,"05:12:00",1.4454,0.11,239.69,8.8,0,1,0,7
2007-01-14,"05:13:00",1.41695,0.124,241.12,1.2,0,1,0,7
2007-01-14,"05:14:00",0.368,0.206,240.82,1.8,0,1,0,7
2007-01-14,"05:15:00",1.42535,0.256,240.65,2,0,2,0,7
2007-01-14,"05:16:00",1.467,0.224,238.19,9.4,0,1,0,7
2007-01-14,"05:17:00",1.46775,0.22,237.91,10,0,1,0,7
2007-01-14,"05:18:00",1.384,0.238,239.12,7.2,0,1,0,7
2007-01-14,"05:19:00",1.43495,0.262,241.88,1.8,0,2,0,7
2007-01-14,"05:20:00",1.43665,0.266,242.33,1.8,0,1,0,7
2007-01-14,"05:21:00",1.01,0.256,241.84,5.8,0,1,0,7
2007-01-14,"05:22:00",1.4797,0.234,240.47,10.2,0,1,0,7
2007-01-14,"05:23:00",1.4817,0.232,240.05,10.2,0,1,0,7
2007-01-14,"05:24:00",0.444,0.258,240.99,2.6,0,2,0,7
2007-01-14,"05:25:00",0.376,0.254,240.37,1.8,0,1,0,7
2007-01-14,"05:26:00",1.43835,0.254,240.34,1.8,0,1,0,7
2007-01-14,"05:27:00",2.142,0.154,239.37,9.4,0,1,0,7
2007-01-14,"05:28:00",1.5023,0.11,239.66,9.8,0,0,0,7
2007-01-14,"05:29:00",1.47755,0,241.43,7.2,0,0,0,7
2007-01-14,"05:30:00",1.4379,0,243.22,0.8,0,0,0,7
2007-01-14,"05:31:00",1.4356,0,243,0.8,0,0,0,7
2007-01-14,"05:32:00",1.43745,0,242.3,2.2,0,0,0,7
2007-01-14,"05:33:00",2.264,0,238.94,9.4,0,0,0,7
2007-01-14,"05:34:00",1.48115,0,239.31,9.4,0,0,0,7
2007-01-14,"05:35:00",0.646,0,241.38,4.4,0,0,0,7
2007-01-14,"05:36:00",0.212,0,241.34,0.8,0,0,0,7
2007-01-14,"05:37:00",0.214,0,242.12,0.8,0,0,0,7
2007-01-14,"05:38:00",1.658,0,240.9,7.8,0,0,0,7
2007-01-14,"05:39:00",1.4775,0,240.61,9.4,0,0,0,7
2007-01-14,"05:40:00",1.466,0.054,240.92,7.4,0,0,0,7
2007-01-14,"05:41:00",1.4157,0.112,242.42,1.2,0,0,0,7
2007-01-14,"05:42:00",0.288,0.108,241.8,1.2,0,0,0,7
2007-01-14,"05:43:00",0.676,0.102,241.25,4.4,0,0,0,7
2007-01-14,"05:44:00",1.46045,0.08,239.54,9.8,0,0,0,7
2007-01-14,"05:45:00",2.344,0.082,239.91,9.6,0,0,0,7
2007-01-14,"05:46:00",0.756,0.104,241.63,4.8,0,0,0,7
2007-01-14,"05:47:00",0.286,0.112,242.37,1.2,0,0,0,7
2007-01-14,"05:48:00",0.284,0.112,242.53,1.2,0,0,0,7
2007-01-14,"05:49:00",1.294,0.096,241.13,6.8,0,0,0,7
2007-01-14,"05:50:00",2.34,0.08,239.82,9.6,0,0,0,7
2007-01-14,"05:51:00",2.184,0.12,239.81,9.4,0,0,0,7
2007-01-14,"05:52:00",1.39855,0.146,241.93,1.6,0,0,0,7
2007-01-14,"05:53:00",1.39995,0.148,242.51,1.6,0,0,0,7
2007-01-14,"05:54:00",1.39935,0.148,242.24,1.6,0,0,0,7
2007-01-14,"05:55:00",1.43805,0.122,240.02,8.8,0,0,0,7
2007-01-14,"05:56:00",2.404,0.118,240.23,10,0,0,0,7
2007-01-14,"05:57:00",1.934,0.124,240.25,8.8,0,0,0,7
2007-01-14,"05:58:00",1.40595,0.146,241.79,1.4,0,0,0,7
2007-01-14,"05:59:00",1.4047,0.146,242.06,1.4,0,0,0,7
2007-01-14,"06:00:00",0.342,0.148,242.36,1.6,0,0,0,7
2007-01-14,"06:01:00",1.372,0.13,240.39,7.2,0,0,0,7
2007-01-14,"06:02:00",1.41095,0.114,239.17,9.8,0,0,0,7
2007-01-14,"06:03:00",2.398,0.118,239.99,10,0,0,0,7
2007-01-14,"06:04:00",0.664,0.142,241.75,3.8,0,0,0,7
2007-01-14,"06:05:00",1.42465,0.142,242.01,3.2,0,0,0,7
2007-01-14,"06:06:00",1.412,0.068,239.84,6,0,0,0,7
2007-01-14,"06:07:00",1.4637,0,238.6,11.8,0,0,0,7
2007-01-14,"06:08:00",3.486,0,237.84,14.6,0,0,0,7
2007-01-14,"06:09:00",2.638,0,238.98,11.8,0,0,0,7
2007-01-14,"06:10:00",1.416,0,240.23,5.8,0,0,0,7
2007-01-14,"06:11:00",1.418,0,240.2,5.8,0,0,0,7
2007-01-14,"06:12:00",1.758,0,239.29,8,0,0,0,7
2007-01-14,"06:13:00",1.6487,0,237.44,14.4,0,0,0,7
2007-01-14,"06:14:00",1.6778,0,237.78,14.4,0,0,0,7
2007-01-14,"06:15:00",1.7133,0,239.17,9.4,0,0,0,7
2007-01-14,"06:16:00",1.406,0,239.3,5.8,0,0,0,7
2007-01-14,"06:17:00",1.406,0,239.34,5.8,0,0,0,7
2007-01-14,"06:18:00",1.7703,0,239.67,6.8,0,0,0,7
2007-01-14,"06:19:00",1.80015,0,237.83,14.6,0,0,0,7
2007-01-14,"06:20:00",3.51,0.078,238.21,14.6,0,0,0,7
2007-01-14,"06:21:00",2.366,0.088,238.84,10.8,0,0,0,7
2007-01-14,"06:22:00",1.304,0.106,240.63,5.4,0,0,0,7
2007-01-14,"06:23:00",1.17,0.11,241.27,4.8,0,0,0,7
2007-01-14,"06:24:00",1.166,0.108,241,4.8,0,0,0,7
2007-01-14,"06:25:00",3.168,0.084,238.83,13.2,0,0,0,7
2007-01-14,"06:26:00",3.192,0.082,238.65,13.2,0,0,0,7
2007-01-14,"06:27:00",1.806,0.1,240.39,8.4,0,0,0,7
2007-01-14,"06:28:00",2.0572,0.11,240.61,5.6,0,0,0,7
2007-01-14,"06:29:00",1.45,0.236,240.36,6,0,0,0,7
2007-01-14,"06:30:00",1.824,0.228,239.6,8.4,0,0,0,7
2007-01-14,"06:31:00",2.0771,0.206,237.37,14,0,0,0,7
2007-01-14,"06:32:00",2.14265,0.194,237.55,12.6,0,0,0,7
2007-01-14,"06:33:00",2.1576,0.132,240.25,5.6,0,0,0,7
2007-01-14,"06:34:00",2.15695,0.136,240.91,1.4,0,0,0,7
2007-01-14,"06:35:00",0.316,0.144,242.93,1.4,0,0,0,7
2007-01-14,"06:36:00",2.0672,0.138,242.07,2.8,0,0,0,7
2007-01-14,"06:37:00",2.388,0.112,240.43,9.8,0,0,0,7
2007-01-14,"06:38:00",2.35,0.106,238.92,9.8,0,0,0,7
2007-01-14,"06:39:00",0.854,0.126,240.4,5.2,0,0,0,7
2007-01-14,"06:40:00",2.14105,0.138,241.88,1.4,0,0,0,7
2007-01-14,"06:41:00",2.11445,0.136,241.52,1.4,0,0,0,7
2007-01-14,"06:42:00",0.392,0.138,242.12,2.4,0,0,0,7
2007-01-14,"06:43:00",2.06405,0.108,239.83,9.8,0,0,0,7
2007-01-14,"06:44:00",2.306,0,240.57,9.6,0,0,0,7
2007-01-14,"06:45:00",2.10255,0,242.73,4.4,0,0,0,7
2007-01-14,"06:46:00",2.0727,0,243.71,1,0,0,0,7
2007-01-14,"06:47:00",0.218,0,243.97,1,0,0,0,7
2007-01-14,"06:48:00",0.758,0,243.42,4.8,0,0,0,7
2007-01-14,"06:49:00",2.304,0,241.34,9.4,0,0,0,7
2007-01-14,"06:50:00",2.292,0,240.97,9.4,0,0,0,7
2007-01-14,"06:51:00",0.42,0,243.19,3,0,0,0,7
2007-01-14,"06:52:00",1.89335,0,243.17,1,0,0,0,7
2007-01-14,"06:53:00",0.214,0,242.79,0.8,0,0,0,7
2007-01-14,"06:54:00",1.432,0,240.81,7.2,0,0,0,7
2007-01-14,"06:55:00",2.264,0,239.23,9.4,0,0,0,7
2007-01-14,"06:56:00",1.77305,0,240.05,7.8,0,0,0,7
2007-01-14,"06:57:00",1.74305,0,242.06,0.8,0,0,0,7
2007-01-14,"06:58:00",0.208,0,242.15,0.8,0,0,0,7
2007-01-14,"06:59:00",1.62765,0,242.71,0.8,0,0,0,7
2007-01-14,"07:00:00",1.674,0,240.15,8,0,0,0,7
2007-01-14,"07:01:00",2.256,0,238.84,9.4,0,0,0,7
2007-01-14,"07:02:00",1.58395,0.054,239.65,7.4,0,0,0,7
2007-01-14,"07:03:00",1.5617,0.102,240.67,1.2,0,0,0,7
2007-01-14,"07:04:00",0.28,0.098,240.13,1.2,0,0,0,7
2007-01-14,"07:05:00",1.46805,0.11,239.99,1.4,0,0,0,7
2007-01-14,"07:06:00",1.42895,0.212,238.72,8,0,0,0,7
2007-01-14,"07:07:00",1.4444,0.202,238.32,10.2,0,0,0,7
2007-01-14,"07:08:00",2.176,0.206,238.58,9.4,0,0,0,7
2007-01-14,"07:09:00",0.38,0.236,241.04,1.8,0,0,0,7
2007-01-14,"07:10:00",1.4027,0.236,240.77,1.8,0,0,0,7
2007-01-14,"07:11:00",1.3287,0.23,239.81,1.8,0,0,0,7
2007-01-14,"07:12:00",0.952,0.22,238.96,5.6,0,0,0,7
2007-01-14,"07:13:00",2.386,0.196,237.03,10,0,0,0,7
2007-01-14,"07:14:00",1.3657,0.196,236.84,10,0,0,0,7
2007-01-14,"07:15:00",0.996,0.204,238.5,5.8,0,0,0,7
2007-01-14,"07:16:00",1.3793,0.13,240.19,1.4,0,0,0,7
2007-01-14,"07:17:00",1.3271,0.132,240.47,1.4,0,0,0,7
2007-01-14,"07:18:00",0.32,0.132,240.87,1.6,0,0,0,7
